mwo_id,equipment_id,description,status,dm_urgency,hm_priority,assigned_tech,consumed_sku,manual_log,start_date
MWO-2026-9313,EQ-13,Routine check 9313,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9314,EQ-14,Routine check 9314,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9315,EQ-15,Routine check 9315,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9316,EQ-16,Routine check 9316,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9317,EQ-17,Routine check 9317,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9318,EQ-18,Routine check 9318,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9319,EQ-19,Routine check 9319,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9320,EQ-20,Routine check 9320,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9321,EQ-21,Routine check 9321,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9322,EQ-22,Routine check 9322,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9323,EQ-23,Routine check 9323,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9324,EQ-24,Routine check 9324,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9325,EQ-25,Routine check 9325,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9326,EQ-26,Routine check 9326,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9327,EQ-27,Routine check 9327,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9328,EQ-28,Routine check 9328,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9329,EQ-29,Routine check 9329,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9330,EQ-30,Routine check 9330,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9331,EQ-31,Routine check 9331,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9332,EQ-32,Routine check 9332,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9333,EQ-33,Routine check 9333,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9334,EQ-34,Routine check 9334,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9335,EQ-35,Routine check 9335,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9336,EQ-36,Routine check 9336,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9337,EQ-37,Routine check 9337,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9338,EQ-38,Routine check 9338,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9339,EQ-39,Routine check 9339,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9340,EQ-40,Routine check 9340,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9341,EQ-41,Routine check 9341,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9342,EQ-42,Routine check 9342,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9343,EQ-43,Routine check 9343,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9344,EQ-44,Routine check 9344,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9345,EQ-45,Routine check 9345,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9346,EQ-46,Routine check 9346,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9347,EQ-47,Routine check 9347,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9348,EQ-48,Routine check 9348,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9349,EQ-49,Routine check 9349,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9350,EQ-50,Routine check 9350,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9351,EQ-51,Routine check 9351,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9352,EQ-52,Routine check 9352,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9353,EQ-53,Routine check 9353,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9354,EQ-54,Routine check 9354,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9355,EQ-55,Routine check 9355,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9356,EQ-56,Routine check 9356,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9357,EQ-57,Routine check 9357,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9358,EQ-58,Routine check 9358,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9359,EQ-59,Routine check 9359,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9360,EQ-60,Routine check 9360,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9361,EQ-61,Routine check 9361,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9362,EQ-62,Routine check 9362,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9363,EQ-63,Routine check 9363,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9364,EQ-64,Routine check 9364,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9365,EQ-65,Routine check 9365,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9366,EQ-66,Routine check 9366,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9367,EQ-67,Routine check 9367,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9368,EQ-68,Routine check 9368,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9369,EQ-69,Routine check 9369,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9370,EQ-70,Routine check 9370,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9371,EQ-71,Routine check 9371,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9372,EQ-72,Routine check 9372,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9373,EQ-73,Routine check 9373,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9374,EQ-74,Routine check 9374,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9375,EQ-75,Routine check 9375,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9376,EQ-76,Routine check 9376,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9377,EQ-77,Routine check 9377,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9378,EQ-78,Routine check 9378,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9379,EQ-79,Routine check 9379,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9380,EQ-80,Routine check 9380,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9381,EQ-81,Routine check 9381,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9382,EQ-82,Routine check 9382,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9383,EQ-83,Routine check 9383,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9384,EQ-84,Routine check 9384,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9385,EQ-85,Routine check 9385,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9386,EQ-86,Routine check 9386,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9387,EQ-87,Routine check 9387,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9388,EQ-88,Routine check 9388,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9389,EQ-89,Routine check 9389,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9390,EQ-90,Routine check 9390,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9391,EQ-91,Routine check 9391,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9392,EQ-92,Routine check 9392,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9393,EQ-93,Routine check 9393,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9394,EQ-94,Routine check 9394,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9395,EQ-95,Routine check 9395,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9396,EQ-96,Routine check 9396,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9397,EQ-97,Routine check 9397,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9398,EQ-98,Routine check 9398,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9399,EQ-99,Routine check 9399,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9400,EQ-0,Routine check 9400,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9401,EQ-1,Routine check 9401,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9402,EQ-2,Routine check 9402,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9403,EQ-3,Routine check 9403,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9404,EQ-4,Routine check 9404,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9405,EQ-5,Routine check 9405,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9406,EQ-6,Routine check 9406,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9407,EQ-7,Routine check 9407,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9408,EQ-8,Routine check 9408,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9409,EQ-9,Routine check 9409,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9410,EQ-10,Routine check 9410,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9411,EQ-11,Routine check 9411,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9412,EQ-12,Routine check 9412,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9413,EQ-13,Routine check 9413,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9414,EQ-14,Routine check 9414,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9415,EQ-15,Routine check 9415,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9416,EQ-16,Routine check 9416,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9417,EQ-17,Routine check 9417,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9418,EQ-18,Routine check 9418,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9419,EQ-19,Routine check 9419,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9420,EQ-20,Routine check 9420,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9421,EQ-21,Routine check 9421,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9422,EQ-22,Routine check 9422,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9423,EQ-23,Routine check 9423,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9424,EQ-24,Routine check 9424,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9425,EQ-25,Routine check 9425,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9426,EQ-26,Routine check 9426,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9427,EQ-27,Routine check 9427,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9428,EQ-28,Routine check 9428,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9429,EQ-29,Routine check 9429,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9430,EQ-30,Routine check 9430,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9431,EQ-31,Routine check 9431,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9432,EQ-32,Routine check 9432,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9433,EQ-33,Routine check 9433,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9434,EQ-34,Routine check 9434,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9435,EQ-35,Routine check 9435,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9436,EQ-36,Routine check 9436,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9437,EQ-37,Routine check 9437,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9438,EQ-38,Routine check 9438,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9439,EQ-39,Routine check 9439,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9440,EQ-40,Routine check 9440,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9441,EQ-41,Routine check 9441,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9442,EQ-42,Routine check 9442,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9443,EQ-43,Routine check 9443,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9444,EQ-44,Routine check 9444,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9445,EQ-45,Routine check 9445,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9446,EQ-46,Routine check 9446,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9447,EQ-47,Routine check 9447,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9448,EQ-48,Routine check 9448,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9449,EQ-49,Routine check 9449,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9450,EQ-50,Routine check 9450,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9451,EQ-51,Routine check 9451,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9452,EQ-52,Routine check 9452,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9453,EQ-53,Routine check 9453,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9454,EQ-54,Routine check 9454,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9455,EQ-55,Routine check 9455,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9456,EQ-56,Routine check 9456,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9457,EQ-57,Routine check 9457,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9458,EQ-58,Routine check 9458,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9459,EQ-59,Routine check 9459,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9460,EQ-60,Routine check 9460,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9461,EQ-61,Routine check 9461,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9462,EQ-62,Routine check 9462,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9463,EQ-63,Routine check 9463,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9464,EQ-64,Routine check 9464,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9465,EQ-65,Routine check 9465,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9466,EQ-66,Routine check 9466,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9467,EQ-67,Routine check 9467,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9468,EQ-68,Routine check 9468,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9469,EQ-69,Routine check 9469,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9470,EQ-70,Routine check 9470,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9471,EQ-71,Routine check 9471,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9472,EQ-72,Routine check 9472,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9473,EQ-73,Routine check 9473,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9474,EQ-74,Routine check 9474,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9475,EQ-75,Routine check 9475,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9476,EQ-76,Routine check 9476,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9477,EQ-77,Routine check 9477,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9478,EQ-78,Routine check 9478,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9479,EQ-79,Routine check 9479,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9480,EQ-80,Routine check 9480,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9481,EQ-81,Routine check 9481,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9482,EQ-82,Routine check 9482,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9483,EQ-83,Routine check 9483,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9484,EQ-84,Routine check 9484,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9485,EQ-85,Routine check 9485,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9486,EQ-86,Routine check 9486,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9487,EQ-87,Routine check 9487,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9488,EQ-88,Routine check 9488,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9489,EQ-89,Routine check 9489,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9490,EQ-90,Routine check 9490,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9491,EQ-91,Routine check 9491,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9492,EQ-92,Routine check 9492,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9493,EQ-93,Routine check 9493,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9494,EQ-94,Routine check 9494,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9495,EQ-95,Routine check 9495,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9496,EQ-96,Routine check 9496,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9497,EQ-97,Routine check 9497,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9498,EQ-98,Routine check 9498,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9499,EQ-99,Routine check 9499,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9500,EQ-0,Routine check 9500,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9501,EQ-1,Routine check 9501,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9502,EQ-2,Routine check 9502,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9503,EQ-3,Routine check 9503,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9504,EQ-4,Routine check 9504,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9505,EQ-5,Routine check 9505,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9506,EQ-6,Routine check 9506,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9507,EQ-7,Routine check 9507,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9508,EQ-8,Routine check 9508,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9509,EQ-9,Routine check 9509,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9510,EQ-10,Routine check 9510,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9511,EQ-11,Routine check 9511,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9512,EQ-12,Routine check 9512,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9513,EQ-13,Routine check 9513,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9514,EQ-14,Routine check 9514,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9515,EQ-15,Routine check 9515,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9516,EQ-16,Routine check 9516,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9517,EQ-17,Routine check 9517,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9518,EQ-18,Routine check 9518,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9519,EQ-19,Routine check 9519,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9520,EQ-20,Routine check 9520,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9521,EQ-21,Routine check 9521,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9522,EQ-22,Routine check 9522,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9523,EQ-23,Routine check 9523,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9524,EQ-24,Routine check 9524,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9525,EQ-25,Routine check 9525,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9526,EQ-26,Routine check 9526,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9527,EQ-27,Routine check 9527,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9528,EQ-28,Routine check 9528,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9529,EQ-29,Routine check 9529,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9530,EQ-30,Routine check 9530,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9531,EQ-31,Routine check 9531,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9532,EQ-32,Routine check 9532,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9533,EQ-33,Routine check 9533,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9534,EQ-34,Routine check 9534,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9535,EQ-35,Routine check 9535,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9536,EQ-36,Routine check 9536,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9537,EQ-37,Routine check 9537,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9538,EQ-38,Routine check 9538,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9539,EQ-39,Routine check 9539,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9540,EQ-40,Routine check 9540,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9541,EQ-41,Routine check 9541,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9542,EQ-42,Routine check 9542,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9543,EQ-43,Routine check 9543,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9544,EQ-44,Routine check 9544,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9545,EQ-45,Routine check 9545,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9546,EQ-46,Routine check 9546,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9547,EQ-47,Routine check 9547,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9548,EQ-48,Routine check 9548,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9549,EQ-49,Routine check 9549,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9550,EQ-50,Routine check 9550,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9551,EQ-51,Routine check 9551,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9552,EQ-52,Routine check 9552,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9553,EQ-53,Routine check 9553,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9554,EQ-54,Routine check 9554,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9555,EQ-55,Routine check 9555,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9556,EQ-56,Routine check 9556,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9557,EQ-57,Routine check 9557,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9558,EQ-58,Routine check 9558,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9559,EQ-59,Routine check 9559,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9560,EQ-60,Routine check 9560,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9561,EQ-61,Routine check 9561,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9562,EQ-62,Routine check 9562,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9563,EQ-63,Routine check 9563,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9564,EQ-64,Routine check 9564,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9565,EQ-65,Routine check 9565,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9566,EQ-66,Routine check 9566,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9567,EQ-67,Routine check 9567,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9568,EQ-68,Routine check 9568,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9569,EQ-69,Routine check 9569,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9570,EQ-70,Routine check 9570,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9571,EQ-71,Routine check 9571,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9572,EQ-72,Routine check 9572,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9573,EQ-73,Routine check 9573,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9574,EQ-74,Routine check 9574,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9575,EQ-75,Routine check 9575,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9576,EQ-76,Routine check 9576,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9577,EQ-77,Routine check 9577,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9578,EQ-78,Routine check 9578,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9579,EQ-79,Routine check 9579,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9580,EQ-80,Routine check 9580,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9581,EQ-81,Routine check 9581,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9582,EQ-82,Routine check 9582,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9583,EQ-83,Routine check 9583,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9584,EQ-84,Routine check 9584,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9585,EQ-85,Routine check 9585,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9586,EQ-86,Routine check 9586,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9587,EQ-87,Routine check 9587,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9588,EQ-88,Routine check 9588,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9589,EQ-89,Routine check 9589,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9590,EQ-90,Routine check 9590,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9591,EQ-91,Routine check 9591,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9592,EQ-92,Routine check 9592,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9593,EQ-93,Routine check 9593,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9594,EQ-94,Routine check 9594,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9595,EQ-95,Routine check 9595,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9596,EQ-96,Routine check 9596,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9597,EQ-97,Routine check 9597,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9598,EQ-98,Routine check 9598,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9599,EQ-99,Routine check 9599,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9600,EQ-0,Routine check 9600,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9601,EQ-1,Routine check 9601,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9602,EQ-2,Routine check 9602,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9603,EQ-3,Routine check 9603,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9604,EQ-4,Routine check 9604,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9605,EQ-5,Routine check 9605,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9606,EQ-6,Routine check 9606,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9607,EQ-7,Routine check 9607,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9608,EQ-8,Routine check 9608,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9609,EQ-9,Routine check 9609,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9610,EQ-10,Routine check 9610,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9611,EQ-11,Routine check 9611,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9612,EQ-12,Routine check 9612,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9613,EQ-13,Routine check 9613,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9614,EQ-14,Routine check 9614,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9615,EQ-15,Routine check 9615,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9616,EQ-16,Routine check 9616,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9617,EQ-17,Routine check 9617,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9618,EQ-18,Routine check 9618,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9619,EQ-19,Routine check 9619,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9620,EQ-20,Routine check 9620,UNASSIGNED,Normal,Normal,,,,
MWO-2026-9621,EQ-21,Routine check 9621,UNASSIGNED,Normal,Normal,,,,
